product_slug,image_no,old_path,new_semantic_path,visual_intent
corrugated-roofing-sheet,2,/products/gallery5/corrugated-roofing-sheet/corrugated-sheet-price-in-uae-srk-steel.jpeg,/products/gallery5/corrugated-roofing-sheet/green-corrugated-roofing-sheets-stock-srk-steel.jpeg,green corrugated roofing sheets stock
corrugated-roofing-sheet,3,/products/gallery5/corrugated-roofing-sheet/corrugated-roofing-sheet-dubai-uae-price-srk-steel.jpeg,/products/gallery5/corrugated-roofing-sheet/corrugated-roofing-sheet-warehouse-bundle-srk-steel.jpeg,corrugated roofing sheet warehouse bundle
corrugated-roofing-sheet,4,/products/gallery5/corrugated-roofing-sheet/corrugated-roofing-sheet-dubai-uae-srk-steel.jpeg,/products/gallery5/corrugated-roofing-sheet/corrugated-roofing-sheet-roof-installation-srk-steel.jpeg,corrugated roofing sheet roof installation
corrugated-roofing-sheet,5,/products/gallery5/corrugated-roofing-sheet/corrugated-roofing-sheet-application-srk-steel.jpg,/products/gallery5/corrugated-roofing-sheet/blue-corrugated-roofing-sheet-product-view-srk-steel.jpg,blue corrugated roofing sheet product view
corrugated-wall-sheet,1,/products/gallery5/corrugated-wall-sheet/corrugated-wall-sheet-dubai-uae-srk-steel.jpeg,/products/gallery5/corrugated-wall-sheet/galvanized-corrugated-wall-sheet-stacked-stock-srk-steel.jpeg,galvanized corrugated wall sheet stacked stock
corrugated-wall-sheet,2,/products/gallery5/corrugated-wall-sheet/corrugated-wall-sheet-dubai-uae-price-srk-steel.jpeg,/products/gallery5/corrugated-wall-sheet/corrugated-wall-sheet-profile-bundle-srk-steel.jpeg,corrugated wall sheet profile bundle
corrugated-wall-sheet,3,/products/gallery5/corrugated-wall-sheet/galvanized-corrugated-wall-sheet-dubai-uae-srk-steel.jpeg,/products/gallery5/corrugated-wall-sheet/galvanized-corrugated-wall-sheet-close-up-srk-steel.jpeg,galvanized corrugated wall sheet close up
corrugated-wall-sheet,4,/products/gallery5/corrugated-wall-sheet/corrugated-wall-sheet-suppliers-in-dubai-srk-steel.jpeg,/products/gallery5/corrugated-wall-sheet/corrugated-wall-sheet-stacked-panels-srk-steel.jpeg,corrugated wall sheet stacked panels
corrugated-wall-sheet,5,/products/gallery5/corrugated-wall-sheet/gi-corrugated-sheet-suppliers-in-uae-srk-steel.jpeg,/products/gallery5/corrugated-wall-sheet/corrugated-wall-sheet-warehouse-stock-srk-steel.jpeg,corrugated wall sheet warehouse stock
corrugated-fence-sheet-panel,1,/products/gallery5/corrugated-fence-sheet-panel/corrugated-fence-sheet-panel-supplier-gcc-srk-steel.jpg,/products/gallery5/corrugated-fence-sheet-panel/corrugated-fence-sheet-installed-panel-srk-steel.jpg,corrugated fence sheet installed panel
corrugated-fence-sheet-panel,2,/products/gallery5/corrugated-fence-sheet-panel/corrugated-fence-sheet-panel-product-view-srk-steel.jpg,/products/gallery5/corrugated-fence-sheet-panel/corrugated-fence-panel-site-barrier-srk-steel.jpg,corrugated fence panel site barrier
corrugated-fence-sheet-panel,3,/products/gallery5/corrugated-fence-sheet-panel/corrugated-fence-sheet-panel-close-up-srk-steel.jpg,/products/gallery5/corrugated-fence-sheet-panel/galvanized-corrugated-fence-sheet-product-view-srk-steel.jpg,galvanized corrugated fence sheet product view
corrugated-fence-sheet-panel,4,/products/gallery5/corrugated-fence-sheet-panel/corrugated-fence-sheet-panel-warehouse-stock-srk-steel.jpg,/products/gallery5/corrugated-fence-sheet-panel/corrugated-fence-sheet-panel-product-view-srk-steel.jpg,corrugated fence sheet panel product view
corrugated-fence-sheet-panel,5,/products/gallery5/corrugated-fence-sheet-panel/corrugated-fence-sheet-panel-application-srk-steel.jpg,/products/gallery5/corrugated-fence-sheet-panel/corrugated-fence-sheet-stacked-stock-srk-steel.jpg,corrugated fence sheet stacked stock
corrugated-curve,1,/products/gallery5/corrugated-curve/best-corrugated-curved-roofing-sheets-supplier-dubai-srk-steel.jpeg,/products/gallery5/corrugated-curve/white-corrugated-curved-roofing-sheet-profile-srk-steel.jpeg,white corrugated curved roofing sheet profile
corrugated-curve,2,/products/gallery5/corrugated-curve/corrugated-curved-roofing-sheets-supplier-dubai-srk-steel.jpeg,/products/gallery5/corrugated-curve/blue-corrugated-curved-roof-sheet-srk-steel.jpeg,blue corrugated curved roof sheet
corrugated-curve,3,/products/gallery5/corrugated-curve/galvanised-corrugated-curved-roofing-sheets-supplier-dubai-srk-steel.jpeg,/products/gallery5/corrugated-curve/white-corrugated-curved-sheet-front-view-srk-steel.jpeg,white corrugated curved sheet front view
corrugated-curve,4,/products/gallery5/corrugated-curve/corrugated-curved-roofing-sheets-supplier-dubai-price-srk-steel.jpeg,/products/gallery5/corrugated-curve/corrugated-curved-roofing-sheet-colour-options-srk-steel.jpeg,corrugated curved roofing sheet colour options
corrugated-curve,5,/products/gallery5/corrugated-curve/galvanized-corrugated-curved-roofing-sheets-supplier-dubai-srk-steel.jpeg,/products/gallery5/corrugated-curve/blue-corrugated-curved-sheet-close-up-srk-steel.jpeg,blue corrugated curved sheet close up
corrugated-ridge,1,/products/gallery5/corrugated-ridge/corrugated-sheet-suppliers-in-dubai-srk-steel.jpeg,/products/gallery5/corrugated-ridge/galvanized-corrugated-ridge-sheet-stack-srk-steel.jpeg,galvanized corrugated ridge sheet stack
corrugated-ridge,2,/products/gallery5/corrugated-ridge/galvanised-corrugated-ridge-sheet-dubai-uae-srk-steel.jpeg,/products/gallery5/corrugated-ridge/corrugated-ridge-sheet-centre-profile-close-up-srk-steel.jpeg,corrugated ridge sheet centre profile close up
corrugated-ridge,3,/products/gallery5/corrugated-ridge/corrugated-ridge-sheet-dubai-uae-price-srk-steel.jpg,/products/gallery5/corrugated-ridge/corrugated-ridge-sheet-profile-stack-srk-steel.jpg,corrugated ridge sheet profile stack
corrugated-ridge,4,/products/gallery5/corrugated-ridge/galvanized-corrugated-ridge-sheet-dubai-uae-srk-steel.jpeg,/products/gallery5/corrugated-ridge/corrugated-ridge-sheet-product-view-srk-steel.jpeg,corrugated ridge sheet product view
corrugated-ridge,5,/products/gallery5/corrugated-ridge/gi-corrugated-sheet-suppliers-in-uae-srk-steel.jpeg,/products/gallery5/corrugated-ridge/corrugated-ridge-sheet-warehouse-stock-srk-steel.jpeg,corrugated ridge sheet warehouse stock
gutter-and-flashing,1,/products/gallery5/gutter-and-flashing/gutter-and-flashing-supplier-gcc-srk-steel.jpg,/products/gallery5/gutter-and-flashing/roof-gutter-downpipe-installation-srk-steel.jpg,roof gutter downpipe installation
gutter-and-flashing,2,/products/gallery5/gutter-and-flashing/gutter-and-flashing-product-view-srk-steel.jpg,/products/gallery5/gutter-and-flashing/metal-gutter-profile-close-up-srk-steel.jpg,metal gutter profile close up
gutter-and-flashing,3,/products/gallery5/gutter-and-flashing/gutter-and-flashing-close-up-srk-steel.jpg,/products/gallery5/gutter-and-flashing/roof-flashing-profiles-close-up-srk-steel.jpg,roof flashing profiles close up
gutter-and-flashing,4,/products/gallery5/gutter-and-flashing/gutter-and-flashing-warehouse-stock-srk-steel.jpg,/products/gallery5/gutter-and-flashing/gutter-and-flashing-product-range-srk-steel.jpg,gutter and flashing product range
gutter-and-flashing,5,/products/gallery5/gutter-and-flashing/gutter-and-flashing-application-srk-steel.jpg,/products/gallery5/gutter-and-flashing/gutter-flashing-warehouse-stock-srk-steel.jpg,gutter flashing warehouse stock
gi-decking-sheet,1,/products/gallery5/gi-decking-sheet/gi-decking-sheet-supplier-gcc-srk-steel.jpg,/products/gallery5/gi-decking-sheet/gi-decking-sheet-profile-stack-srk-steel.jpg,gi decking sheet profile stack
gi-decking-sheet,2,/products/gallery5/gi-decking-sheet/gi-decking-sheet-product-view-srk-steel.jpg,/products/gallery5/gi-decking-sheet/gi-metal-decking-floor-application-srk-steel.jpg,gi metal decking floor application
gi-decking-sheet,3,/products/gallery5/gi-decking-sheet/gi-decking-sheet-close-up-srk-steel.jpg,/products/gallery5/gi-decking-sheet/gi-decking-sheet-profile-view-srk-steel.jpg,gi decking sheet profile view
gi-decking-sheet,4,/products/gallery5/gi-decking-sheet/gi-decking-sheet-warehouse-stock-srk-steel.jpg,/products/gallery5/gi-decking-sheet/gi-decking-sheet-45-150-75-305-profile-srk-steel.jpg,gi decking sheet 45 150 75 305 profile
gi-decking-sheet,5,/products/gallery5/gi-decking-sheet/gi-decking-sheet-application-srk-steel.jpg,/products/gallery5/gi-decking-sheet/gi-decking-sheet-warehouse-bundles-srk-steel.jpg,gi decking sheet warehouse bundles
shear-studs,1,/products/gallery5/shear-studs/shear-studs-supplier-gcc-srk-steel.jpg,/products/gallery5/shear-studs/shear-studs-installed-on-steel-deck-srk-steel.jpg,shear studs installed on steel deck
shear-studs,2,/products/gallery5/shear-studs/shear-studs-product-view-srk-steel.jpg,/products/gallery5/shear-studs/shear-stud-head-close-up-srk-steel.jpg,shear stud head close up
shear-studs,3,/products/gallery5/shear-studs/shear-studs-close-up-srk-steel.jpg,/products/gallery5/shear-studs/loose-shear-studs-product-view-srk-steel.jpg,loose shear studs product view
shear-studs,4,/products/gallery5/shear-studs/shear-studs-warehouse-stock-srk-steel.jpg,/products/gallery5/shear-studs/shear-stud-product-view-srk-steel.jpg,shear stud product view
shear-studs,5,/products/gallery5/shear-studs/shear-studs-application-srk-steel.jpg,/products/gallery5/shear-studs/shear-studs-bundled-warehouse-stock-srk-steel.jpg,shear studs bundled warehouse stock
c-purlins,1,/products/gallery5/c-purlins/c-purlins-supplier-gcc-srk-steel.jpg,/products/gallery5/c-purlins/c-purlin-steel-frame-application-srk-steel.jpg,c purlin steel frame application
c-purlins,2,/products/gallery5/c-purlins/c-purlins-product-view-srk-steel.jpg,/products/gallery5/c-purlins/c-purlin-bundled-stock-srk-steel.jpg,c purlin bundled stock
c-purlins,3,/products/gallery5/c-purlins/c-purlins-close-up-srk-steel.jpg,/products/gallery5/c-purlins/punched-c-purlin-profile-close-up-srk-steel.jpg,punched c purlin profile close up
c-purlins,4,/products/gallery5/c-purlins/c-purlins-warehouse-stock-srk-steel.jpg,/products/gallery5/c-purlins/c-purlin-stacked-product-view-srk-steel.jpg,c purlin stacked product view
c-purlins,5,/products/gallery5/c-purlins/c-purlins-application-srk-steel.jpg,/products/gallery5/c-purlins/c-purlin-warehouse-bundle-srk-steel.jpg,c purlin warehouse bundle
z-purlins,1,/products/gallery5/z-purlins/z-purlins-supplier-gcc-srk-steel.jpg,/products/gallery5/z-purlins/z-purlin-roof-framing-application-srk-steel.jpg,z purlin roof framing application
z-purlins,2,/products/gallery5/z-purlins/z-purlins-product-view-srk-steel.jpg,/products/gallery5/z-purlins/z-purlin-edge-close-up-srk-steel.jpg,z purlin edge close up
z-purlins,3,/products/gallery5/z-purlins/z-purlins-close-up-srk-steel.jpg,/products/gallery5/z-purlins/z-purlin-profile-section-srk-steel.jpg,z purlin profile section
z-purlins,4,/products/gallery5/z-purlins/z-purlins-warehouse-stock-srk-steel.jpg,/products/gallery5/z-purlins/z-purlins-product-view-srk-steel.jpg,z purlins product view
z-purlins,5,/products/gallery5/z-purlins/z-purlins-application-srk-steel.jpg,/products/gallery5/z-purlins/z-purlins-warehouse-stock-srk-steel.jpg,z purlins warehouse stock
drywall-partition-systems,1,/products/gallery5/drywall-partition-systems/drywall-partition-systems-supplier-gcc-srk-steel.jpg,/products/gallery5/drywall-partition-systems/drywall-partition-metal-stud-framing-srk-steel.jpg,drywall partition metal stud framing
drywall-partition-systems,2,/products/gallery5/drywall-partition-systems/drywall-partition-systems-product-view-srk-steel.jpg,/products/gallery5/drywall-partition-systems/drywall-track-section-close-up-srk-steel.jpg,drywall track section close up
drywall-partition-systems,3,/products/gallery5/drywall-partition-systems/drywall-partition-systems-close-up-srk-steel.jpg,/products/gallery5/drywall-partition-systems/drywall-partition-stud-installation-srk-steel.jpg,drywall partition stud installation
drywall-partition-systems,4,/products/gallery5/drywall-partition-systems/drywall-partition-systems-warehouse-stock-srk-steel.jpg,/products/gallery5/drywall-partition-systems/drywall-partition-stud-track-product-view-srk-steel.jpg,drywall partition stud track product view
drywall-partition-systems,5,/products/gallery5/drywall-partition-systems/drywall-partition-systems-application-srk-steel.jpg,/products/gallery5/drywall-partition-systems/drywall-metal-framing-application-srk-steel.jpg,drywall metal framing application
strut-track,1,/products/gallery5/strut-track/strut-track-supplier-gcc-srk-steel.jpg,/products/gallery5/strut-track/strut-channel-pipe-support-application-srk-steel.jpg,strut channel pipe support application
strut-track,2,/products/gallery5/strut-track/strut-track-product-view-srk-steel.jpg,/products/gallery5/strut-track/strut-channel-bracket-connection-close-up-srk-steel.jpg,strut channel bracket connection close up
strut-track,3,/products/gallery5/strut-track/strut-track-close-up-srk-steel.jpg,/products/gallery5/strut-track/perforated-strut-track-sections-srk-steel.jpg,perforated strut track sections
strut-track,4,/products/gallery5/strut-track/strut-track-warehouse-stock-srk-steel.jpg,/products/gallery5/strut-track/strut-and-track-product-view-srk-steel.jpg,strut and track product view
strut-track,5,/products/gallery5/strut-track/strut-track-application-srk-steel.jpg,/products/gallery5/strut-track/strut-track-warehouse-stock-srk-steel.jpg,strut track warehouse stock
gi-pipe,1,/products/gallery5/gi-pipe/gi-pipe-supplier-gcc-srk-steel.jpg,/products/gallery5/gi-pipe/gi-pipe-industrial-piping-application-srk-steel.jpg,gi pipe industrial piping application
gi-pipe,2,/products/gallery5/gi-pipe/gi-pipe-product-view-srk-steel.jpg,/products/gallery5/gi-pipe/galvanized-pipe-bundled-stock-srk-steel.jpg,galvanized pipe bundled stock
gi-pipe,3,/products/gallery5/gi-pipe/gi-pipe-close-up-srk-steel.jpg,/products/gallery5/gi-pipe/gi-pipe-round-section-close-up-srk-steel.jpg,gi pipe round section close up
gi-pipe,4,/products/gallery5/gi-pipe/gi-pipe-warehouse-stock-srk-steel.jpg,/products/gallery5/gi-pipe/gi-pipe-product-view-srk-steel.jpg,gi pipe product view
gi-pipe,5,/products/gallery5/gi-pipe/gi-pipe-application-srk-steel.jpg,/products/gallery5/gi-pipe/galvanized-pipes-warehouse-stock-srk-steel.jpg,galvanized pipes warehouse stock
aluminium-coil,1,/products/gallery5/aluminium-coil/aluminium-coil-supplier-gcc-srk-steel.jpg,/products/gallery5/aluminium-coil/aluminium-coil-processing-line-srk-steel.jpg,aluminium coil processing line
aluminium-coil,2,/products/gallery5/aluminium-coil/aluminium-coil-product-view-srk-steel.jpg,/products/gallery5/aluminium-coil/aluminium-coil-surface-close-up-srk-steel.jpg,aluminium coil surface close up
aluminium-coil,3,/products/gallery5/aluminium-coil/aluminium-coil-close-up-srk-steel.jpg,/products/gallery5/aluminium-coil/aluminium-coil-warehouse-stock-srk-steel.jpg,aluminium coil warehouse stock
aluminium-coil,4,/products/gallery5/aluminium-coil/aluminium-coil-warehouse-stock-srk-steel.jpg,/products/gallery5/aluminium-coil/aluminium-coil-product-view-srk-steel.jpg,aluminium coil product view
aluminium-coil,5,/products/gallery5/aluminium-coil/aluminium-coil-application-srk-steel.jpg,/products/gallery5/aluminium-coil/aluminium-coil-bulk-warehouse-stock-srk-steel.jpg,aluminium coil bulk warehouse stock
aluminium-plain-sheet,1,/products/gallery5/aluminium-plain-sheet/aluminium-plain-sheet-supplier-gcc-srk-steel.jpg,/products/gallery5/aluminium-plain-sheet/aluminium-plain-sheet-fabrication-processing-srk-steel.jpg,aluminium plain sheet fabrication processing
aluminium-plain-sheet,2,/products/gallery5/aluminium-plain-sheet/aluminium-plain-sheet-product-view-srk-steel.jpg,/products/gallery5/aluminium-plain-sheet/aluminium-sheet-stack-close-up-srk-steel.jpg,aluminium sheet stack close up
aluminium-plain-sheet,3,/products/gallery5/aluminium-plain-sheet/aluminium-plain-sheet-close-up-srk-steel.jpg,/products/gallery5/aluminium-plain-sheet/aluminium-plain-sheet-pallet-stock-srk-steel.jpg,aluminium plain sheet pallet stock
aluminium-plain-sheet,4,/products/gallery5/aluminium-plain-sheet/aluminium-plain-sheet-warehouse-stock-srk-steel.jpg,/products/gallery5/aluminium-plain-sheet/aluminium-plain-sheet-product-view-srk-steel.jpg,aluminium plain sheet product view
aluminium-plain-sheet,5,/products/gallery5/aluminium-plain-sheet/aluminium-plain-sheet-application-srk-steel.jpg,/products/gallery5/aluminium-plain-sheet/aluminium-sheet-warehouse-pallet-stock-srk-steel.jpg,aluminium sheet warehouse pallet stock
pre-painted-aluminium-coils,1,/products/gallery5/pre-painted-aluminium-coils/pre-painted-aluminium-coils-supplier-gcc-srk-steel.jpg,/products/gallery5/pre-painted-aluminium-coils/pre-painted-aluminium-building-facade-application-srk-steel.jpg,pre painted aluminium building facade application
pre-painted-aluminium-coils,2,/products/gallery5/pre-painted-aluminium-coils/pre-painted-aluminium-coils-product-view-srk-steel.jpg,/products/gallery5/pre-painted-aluminium-coils/pre-painted-aluminium-coil-surface-close-up-srk-steel.jpg,pre painted aluminium coil surface close up
pre-painted-aluminium-coils,3,/products/gallery5/pre-painted-aluminium-coils/pre-painted-aluminium-coils-close-up-srk-steel.jpg,/products/gallery5/pre-painted-aluminium-coils/pre-painted-aluminium-colour-coils-stock-srk-steel.jpg,pre painted aluminium colour coils stock
pre-painted-aluminium-coils,4,/products/gallery5/pre-painted-aluminium-coils/pre-painted-aluminium-coils-warehouse-stock-srk-steel.jpg,/products/gallery5/pre-painted-aluminium-coils/pre-painted-aluminium-coil-product-view-srk-steel.jpg,pre painted aluminium coil product view
pre-painted-aluminium-coils,5,/products/gallery5/pre-painted-aluminium-coils/pre-painted-aluminium-coils-application-srk-steel.jpg,/products/gallery5/pre-painted-aluminium-coils/pre-painted-aluminium-coil-processing-line-srk-steel.jpg,pre painted aluminium coil processing line
pfmb-psmr-aluminium-alloy-3003-h14-coils,1,/products/gallery5/pfmb-psmr-aluminium-alloy-3003-h14-coils/pfmb-psmr-aluminium-alloy-3003-h14-coils-supplier-gcc-srk-steel.jpg,/products/gallery5/pfmb-psmr-aluminium-alloy-3003-h14-coils/aluminium-alloy-3003-h14-building-facade-application-srk-steel.jpg,aluminium alloy 3003 h14 building facade application
pfmb-psmr-aluminium-alloy-3003-h14-coils,2,/products/gallery5/pfmb-psmr-aluminium-alloy-3003-h14-coils/pfmb-psmr-aluminium-alloy-3003-h14-coils-product-view-srk-steel.jpg,/products/gallery5/pfmb-psmr-aluminium-alloy-3003-h14-coils/aluminium-alloy-coil-surface-close-up-srk-steel.jpg,aluminium alloy coil surface close up
pfmb-psmr-aluminium-alloy-3003-h14-coils,3,/products/gallery5/pfmb-psmr-aluminium-alloy-3003-h14-coils/pfmb-psmr-aluminium-alloy-3003-h14-coils-close-up-srk-steel.jpg,/products/gallery5/pfmb-psmr-aluminium-alloy-3003-h14-coils/pfmb-psmr-aluminium-coils-pallet-stock-srk-steel.jpg,pfmb psmr aluminium coils pallet stock
pfmb-psmr-aluminium-alloy-3003-h14-coils,4,/products/gallery5/pfmb-psmr-aluminium-alloy-3003-h14-coils/pfmb-psmr-aluminium-alloy-3003-h14-coils-warehouse-stock-srk-steel.jpg,/products/gallery5/pfmb-psmr-aluminium-alloy-3003-h14-coils/pfmb-psmr-aluminium-alloy-coils-product-view-srk-steel.jpg,pfmb psmr aluminium alloy coils product view
pfmb-psmr-aluminium-alloy-3003-h14-coils,5,/products/gallery5/pfmb-psmr-aluminium-alloy-3003-h14-coils/pfmb-psmr-aluminium-alloy-3003-h14-coils-application-srk-steel.jpg,/products/gallery5/pfmb-psmr-aluminium-alloy-3003-h14-coils/aluminium-alloy-3003-h14-coils-warehouse-stock-srk-steel.jpg,aluminium alloy 3003 h14 coils warehouse stock
